1:LVR:0:POS:org.apache.tools.ant.taskdefs.CVSPass:50:0 |==> 1
109:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:53:82 |==> 0
110:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:53:82 |==> -82
111:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:53:81 |==> 0
112:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:53:81 |==> -81
113:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:53:95 |==> 0
114:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:53:95 |==> -95
115:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:53:65 |==> 0
116:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:53:65 |==> -65
117:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:53:112 |==> 0
118:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:53:112 |==> -112
119:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:53:86 |==> 0
120:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:53:86 |==> -86
121:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:53:118 |==> 0
122:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:53:118 |==> -118
123:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:53:110 |==> 0
124:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:53:110 |==> -110
125:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:53:122 |==> 0
126:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:53:122 |==> -122
127:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:53:105 |==> 0
128:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:53:105 |==> -105
129:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:41 |==> 0
130:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:41 |==> -41
131:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:57 |==> 0
132:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:57 |==> -57
133:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:83 |==> 0
134:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:83 |==> -83
135:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:43 |==> 0
136:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:43 |==> -43
137:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:46 |==> 0
138:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:46 |==> -46
139:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:102 |==> 0
140:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:102 |==> -102
141:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:40 |==> 0
142:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:40 |==> -40
143:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:89 |==> 0
144:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:89 |==> -89
145:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:38 |==> 0
146:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:38 |==> -38
147:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:103 |==> 0
148:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:103 |==> -103
149:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:45 |==> 0
150:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:45 |==> -45
151:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:50 |==> 0
152:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:50 |==> -50
153:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:42 |==> 0
154:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:42 |==> -42
155:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:123 |==> 0
156:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:123 |==> -123
157:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:91 |==> 0
158:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:91 |==> -91
159:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:54:35 |==> 0
160:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:54:35 |==> -35
161:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:125 |==> 0
162:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:125 |==> -125
163:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:55 |==> 0
164:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:55 |==> -55
165:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:54 |==> 0
166:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:54 |==> -54
167:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:66 |==> 0
168:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:66 |==> -66
169:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:124 |==> 0
170:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:124 |==> -124
171:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:126 |==> 0
172:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:126 |==> -126
173:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:59 |==> 0
174:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:59 |==> -59
175:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:47 |==> 0
176:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:47 |==> -47
177:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:92 |==> 0
178:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:92 |==> -92
179:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:71 |==> 0
180:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:71 |==> -71
181:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:115 |==> 0
182:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:115 |==> -115
183:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:78 |==> 0
184:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:78 |==> -78
185:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:88 |==> 0
186:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:88 |==> -88
187:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:107 |==> 0
188:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:107 |==> -107
189:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:106 |==> 0
190:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:106 |==> -106
191:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:55:56 |==> 0
192:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:55:56 |==> -56
193:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:36 |==> 0
194:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:36 |==> -36
195:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:121 |==> 0
196:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:121 |==> -121
197:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:117 |==> 0
198:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:117 |==> -117
199:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:104 |==> 0
200:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:104 |==> -104
201:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:101 |==> 0
202:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:101 |==> -101
203:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:100 |==> 0
204:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:100 |==> -100
205:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:69 |==> 0
206:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:69 |==> -69
207:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:73 |==> 0
208:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:73 |==> -73
209:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:99 |==> 0
210:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:99 |==> -99
211:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:63 |==> 0
212:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:63 |==> -63
213:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:94 |==> 0
214:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:94 |==> -94
215:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:93 |==> 0
216:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:93 |==> -93
217:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:39 |==> 0
218:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:39 |==> -39
219:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:37 |==> 0
220:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:37 |==> -37
221:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:61 |==> 0
222:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:61 |==> -61
223:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:56:48 |==> 0
224:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:56:48 |==> -48
225:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:58 |==> 0
226:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:58 |==> -58
227:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:113 |==> 0
228:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:113 |==> -113
229:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:32 |==> 0
230:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:32 |==> -32
231:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:90 |==> 0
232:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:90 |==> -90
233:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:44 |==> 0
234:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:44 |==> -44
235:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:98 |==> 0
236:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:98 |==> -98
237:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:60 |==> 0
238:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:60 |==> -60
239:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:51 |==> 0
240:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:51 |==> -51
241:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:33 |==> 0
242:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:33 |==> -33
243:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:97 |==> 0
244:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:97 |==> -97
245:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:62 |==> 0
246:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:62 |==> -62
247:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:77 |==> 0
248:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:77 |==> -77
249:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:84 |==> 0
250:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:84 |==> -84
251:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:80 |==> 0
252:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:80 |==> -80
253:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:85 |==> 0
254:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:85 |==> -85
255:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:57:223 |==> 0
256:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:57:223 |==> -223
257:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:225 |==> 0
258:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:225 |==> -225
259:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:216 |==> 0
260:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:216 |==> -216
261:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:187 |==> 0
262:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:187 |==> -187
263:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:166 |==> 0
264:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:166 |==> -166
265:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:229 |==> 0
266:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:229 |==> -229
267:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:189 |==> 0
268:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:189 |==> -189
269:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:222 |==> 0
270:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:222 |==> -222
271:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:188 |==> 0
272:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:188 |==> -188
273:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:141 |==> 0
274:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:141 |==> -141
275:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:249 |==> 0
276:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:249 |==> -249
277:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:148 |==> 0
278:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:148 |==> -148
279:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:200 |==> 0
280:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:200 |==> -200
281:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:184 |==> 0
282:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:184 |==> -184
283:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:136 |==> 0
284:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:136 |==> -136
285:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:248 |==> 0
286:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:248 |==> -248
287:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:58:190 |==> 0
288:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:58:190 |==> -190
289:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:59:199 |==> 0
290:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:59:199 |==> -199
291:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:59:170 |==> 0
292:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:59:170 |==> -170
293:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:59:181 |==> 0
294:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:59:181 |==> -181
295:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:59:204 |==> 0
296:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:59:204 |==> -204
297:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:59:138 |==> 0
298:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:59:138 |==> -138
299:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:59:232 |==> 0
300:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:59:232 |==> -232
301:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:59:218 |==> 0
302:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:59:218 |==> -218
303:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:59:183 |==> 0
304:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:59:183 |==> -183
305:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:59:255 |==> 0
306:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:59:255 |==> -255
307:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:59:234 |==> 0
308:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:59:234 |==> -234
309:LVR:POS:0:org.apache.tools.ant.taskdefs.CVSPass:59:220 |==> 0
310:LVR:POS:NEG:org.apache.tools.ant.taskdefs.CVSPass:59:220 |==> -220
